id,"title","subtitle","image",time,"story","production","release","created_at","updated_at"
290,"ミツバチのささやき","EL ESPIRITU DE LA COLMENA","https://d2ueuvlup6lbue.cloudfront.net/attachments/7e1ec94e73c0e371361c02f0cb9acabd308a5904/store/fitpad/260/364/031533f7b3d98425cfb68a8a1137c009bc728294f4527f8562a22ad8555b/tAT_v1_B4.jpg",99,"スペインのある小さな村に『フランケンシュタイン』の巡回上映がやってくる。6歳の少女アナはスクリーン上の怪物を精霊と思い、姉から怪物は村外れの一軒家に隠れていると聞いたアナは、ある日、その家を訪れる。そこでひとりの謎めいた負傷兵と出会い……。","1973年","0000-00-00","2018-02-21 09:47:01","2018-02-21 09:47:01"
291,"未知との遭遇","CLOSE ENCOUNTERS OF THE THIRD KIND","https://d2ueuvlup6lbue.cloudfront.net/attachments/6eb3eb2522eb01be633661ce654733baccc430a0/store/fitpad/260/364/2363983ef6399eb2b3c2906ec9cb19c0edf150c2b1ec2076413dd3e3e4f6/4541.jpg",135,"","1977年","0000-00-00","2018-02-21 09:47:12","2018-02-21 09:47:12"
292,"ルパン三世 ルパンVS複製人間","Lupin the 3rd - The Mystery of Mamo","https://d2ueuvlup6lbue.cloudfront.net/attachments/ff21334816d357ac2c2be2aab9205136c93bc6a9/store/fitpad/260/364/9ec76688a014801c8d32634278ed84996454f3b1b4dae38c41d3fd5eaac2/9927.jpg",102,"不二子からの依頼、いつもと変わらないやり取りのはずだった。。。
永遠の命が与えられるという伝説の「賢者の石」をエジプトのピラミッドから盗み出したルパン三世。だが、不二子はルパンから賢者の石を騙し取り、ある依頼人のもとに去ってしまう。
依頼人の名前は“マモー”。
マモーは1万年もの間、「神の実験」と称してクローン技術を駆使し自身のクローンを作り続けてきた複製人間だった。自らを「神」と名乗るマ…不二子からの依頼、いつもと変わらないやり取りのはずだった。。。
永遠の命が与えられるという伝説の「賢者の石」をエジプトのピラミッドから盗み出したルパン三世。だが、不二子はルパンから賢者の石を騙し取り、ある依頼人のもとに去ってしまう。
依頼人の名前は“マモー”。
マモーは1万年もの間、「神の実験」と称してクローン技術を駆使し自身のクローンを作り続けてきた複製人間だった。自らを「神」と名乗るマモーは、ルパンに不老不死の話を持ちかけるがルパンは相手にしなかった。自分の崇高な理想を理解しないルパンに怒ったマモーは、再びルパンたちの前に現れ、人知を超えた能力で不二子を連れ去ってしまう。圧倒的な力の前に戦意を失くしてしまった次元の制止を振り切り、単身マモーの元へ向かうルパン。すべての謎の答え、そして「賢者の石」を使って行おうとするマモーの野望が明らかになったとき、ルパンとマモーの決戦の火ぶたは切られるのだった。
ルパンVSマモー　世界史を塗り替えるのは、どっちだ！？","1978年","0000-00-00","2018-02-21 09:47:25","2018-02-21 09:47:25"
293,"エクソシスト","THE EXORCIST","https://d2ueuvlup6lbue.cloudfront.net/attachments/617a6c48a93c72fa76ce876dcd3bea7a4260273b/store/fitpad/260/364/2bf8cf9a327c1eae7c0d73243fb9c53cf072d77d7a0c7d7cdb5cc7ef3a33/565.jpg",121,"","1973年","0000-00-00","2018-02-21 09:47:35","2018-02-21 09:47:35"
294,"タワーリング・インフェルノ","THE TOWERING INFERNO","https://d2ueuvlup6lbue.cloudfront.net/attachments/b952703eac4a1b30bba6b4dac81d9e62fb8b6e84/store/fitpad/260/364/3bf3b4004c12ff353b7f130c7ca17f3443698edda1854b11a3753a4fd49d/2820.jpg",165,"","1974年","0000-00-00","2018-02-21 09:47:47","2018-02-21 09:47:47"
295,"キャリー","CARRIE","https://d2ueuvlup6lbue.cloudfront.net/attachments/ac4974aea165f33827956d9a4e697084f7903dcb/store/fitpad/260/364/d69aea9a8dbe9f82258c469d6c6311fcc4c073e439cd732b4aa40783fb1a/1124.jpg",98,"","1976年","0000-00-00","2018-02-21 09:47:57","2018-02-21 09:47:57"
296,"エイリアン／ディレクターズ・カット","ALIEN: THE DIRECTOR'S CUT","https://d2ueuvlup6lbue.cloudfront.net/attachments/ccdff1070bbe1d00d493606fa4690ebc574bc799/store/fitpad/260/364/6e3d6c96593412ac31660955654d384c5f8e225e163617d4987f946e6ab8/17858.jpg",116,"","1979年","0000-00-00","2018-02-21 09:48:08","2018-02-21 09:48:08"
297,"ダーティハリー","DIRTY HARRY","https://d2ueuvlup6lbue.cloudfront.net/attachments/394e92645c061db7bdfdc531ddf41d5981838235/store/fitpad/260/364/532999fce978f5639a9e6c4511ba7470018d399920f7e9b2bc2fc0be1c50/2653.jpg",103,"","1971年","0000-00-00","2018-02-21 09:48:21","2018-02-21 09:48:21"
298,"ひまわり","I GIRASOLI","https://d2ueuvlup6lbue.cloudfront.net/attachments/65c3e5be1f761d8ab4d049cc35200c9ce2387a9e/store/fitpad/260/364/e2fcbe5b81ce91eec0c387a8caf9d0845abeca6d6e5fe51f6c758346fbab/3797.jpg",107,"","1970年","0000-00-00","2018-02-21 09:48:32","2018-02-21 09:48:32"
299,"小さな恋のメロディ","MELODY","https://d2ueuvlup6lbue.cloudfront.net/attachments/a2ca15853e32ca2f0d89cc33c8563ff1bdbb055d/store/fitpad/260/364/abdb75cfdd0671a33ca9094efa64379e3cacf23aab0b0055b5e64b8b8e55/2843.jpg",106,"","1971年","0000-00-00","2018-02-21 09:48:39","2018-02-21 09:48:39"
300,"幸福の黄色いハンカチ","","https://d2ueuvlup6lbue.cloudfront.net/attachments/79456e0421e605c6248015642a2c0155a61bb32c/store/fitpad/260/364/392d5a24a4f6095d92a87ca5aa4adf4ef8e1dc3c069179fc5ac5410a5ccf/7233.jpg",108,"","1977年","0000-00-00","2018-02-21 09:48:50","2018-02-21 09:48:50"
301,"グリース","GREASE","https://d2ueuvlup6lbue.cloudfront.net/attachments/013127b0a7335eb07e1097268f2ada312e5f0703/store/fitpad/260/364/001b3dc0b310d89f092ccd353cfff1b819cd27d7e177d02827fb35b2a9c4/1303.jpg",110,"","1978年","0000-00-00","2018-02-21 09:49:02","2018-02-21 09:49:02"
302,"燃えよドラゴン","ENTER THE DRAGON","https://d2ueuvlup6lbue.cloudfront.net/attachments/10499605eff38e8b33223e0ff34ce56c36d8f906/store/fitpad/260/364/de59b5fb94a079ebd6207186c6377974a3b7a5360bb6adf519a513269d90/4656.jpg",100,"","1973年","0000-00-00","2018-02-21 09:49:12","2018-02-21 09:49:12"
303,"オーメン","THE OMEN","https://d2ueuvlup6lbue.cloudfront.net/attachments/0f93073c3b9ff115340597caa0a799f4ea9c2e0f/store/fitpad/260/364/602be7ad6309926d4e52dcf184aeef4f398eebd730cdab27ec9584f4b831/695.jpg",111,"","1976年","0000-00-00","2018-02-21 09:49:23","2018-02-21 09:49:23"
304,"ドランク・モンキー／酔拳","酔拳","https://d2ueuvlup6lbue.cloudfront.net/attachments/ad2192d9ea45c82144b81a8b85d60a9b5c9a400e/store/fitpad/260/364/6e6db0c33530ba1283c9cd5d9a6e9c355f3ab8c758ee563779e1c6263194/3206.jpg",103,"","1978年","0000-00-00","2018-02-21 09:49:35","2018-02-21 09:49:35"
305,"エイリアン","ALIEN","https://d2ueuvlup6lbue.cloudfront.net/attachments/ed231a0909629da018c9f541bd675416d96f4bb9/store/fitpad/260/364/c1e7bd85c65859ae9d576b383bda091422e67fb9fa1d65e7315c741daeba/554.jpg",117,"","1979年","0000-00-00","2018-02-21 09:49:47","2018-02-21 09:49:47"
306,"地獄の黙示録","APOCALYPSE NOW","https://d2ueuvlup6lbue.cloudfront.net/attachments/bafeccdb5774244210a2a905e4f9b71607463959/store/fitpad/260/364/9dfc0b982b83da709d31364f50e37aab293ba47ecf43eb190d668be23af7/1972.jpg",153,"","1979年","0000-00-00","2018-02-21 09:49:56","2018-02-21 09:49:56"
307,"狼たちの午後","DOG DAY AFTERNOON","https://d2ueuvlup6lbue.cloudfront.net/attachments/e6a3f8f5ff49b5c992739b7e2cf21246f79aaab0/store/fitpad/260/364/4ebf7d5961d43a4a3d43942d0d515b7d8fc4785c7394b84a1d264439f230/678.jpg",125,"","1975年","0000-00-00","2018-02-21 09:50:07","2018-02-21 09:50:07"
308,"オリエント急行殺人事件","MURDER ON THE ORIENT EXPRESS","https://d2ueuvlup6lbue.cloudfront.net/attachments/890625c2c24beaee57d79a6834337a386bcb9ba0/store/fitpad/260/364/3a199531291fdea4a4297e13dfbacb90e662b9c7a0e1cae222fc5a6b7397/767.jpg",128,"","1974年","0000-00-00","2018-02-21 09:50:16","2018-02-21 09:50:16"
